,ddl,summerflag,winterflag,prem,year,pool,estimate,trued,bucketed,ddl_18,summerflag_18,winterflag_18,year_18,pool_18,factor_18,trued_18,bucketed_18,ddl_17,summerflag_17,winterflag_17,year_17,pool_17,factor_17,trued_17,bucketed_17,variation
865425,12.196,0,0,515975361,2019,TRA,1.154433,14.079464868,16.24,23.933000000000003,0.0,0.0,2018.0,TRA,1.1404,27.293193200000005,25.362,3.776,0.0,0.0,2017.0,TRA,1.2324,4.653542399999999,4.863,102.49303633333338
865577,2.898,0,0,516038930,2019,ATL,1.221567,3.5401011660000004,3.831,1.354,0.0,0.0,2018.0,ATL,1.2182,1.6494428,1.689,12.093,0.0,0.0,2017.0,ATL,1.2617,15.257738100000001,16.24,33.70968033333333
866431,15.091,0,0,516484605,2019,TRA,1.154433,17.421548403,16.24,1.21,0.0,0.0,2018.0,TRA,1.1404,1.379884,1.382,20.862,0.0,0.0,2017.0,TRA,1.2324,25.710328799999996,25.362,102.03128433333332
866522,2.052,0,0,516531020,2019,ATL,1.221567,2.5066554840000004,2.614,11.336,0.0,0.0,2018.0,ATL,1.2182,13.8095152,13.288,2.167,0.0,0.0,2017.0,ATL,1.2617,2.7341039,2.818,28.379407
866735,35.925,0,0,516642106,2019,SNG,1.0985,39.463612499999996,48.29,30.045,0.0,0.0,2018.0,SNG,1.0775,32.373487499999996,33.209,45.664,0.0,0.0,2017.0,SNG,1.1546,52.72365440000001,48.29,62.229280333333335
866821,287.258,0,0,516695966,2019,AUG,1.3324,382.74255919999996,392.311,155.79,0.0,0.0,2018.0,AUG,1.361,212.03018999999998,217.331,101.71,0.0,0.0,2017.0,AUG,1.2987,132.09077699999997,135.393,9106.090288
867030,67.438,0,0,516790098,2019,ATL,1.221567,82.38003534600001,84.44,65.124,0.0,0.0,2018.0,ATL,1.2182,79.33405679999998,81.317,75.41199999999998,0.0,0.0,2017.0,ATL,1.2617,95.14732039999997,97.526,29.130369333333213
867038,18.746,0,0,516793704,2019,ATL,1.221567,22.899494982,25.362,17.2,0.0,0.0,2018.0,ATL,1.2182,20.953039999999998,20.379,3.4210000000000003,0.0,0.0,2017.0,ATL,1.2617,4.3162757,4.349,71.18443033333331
867049,43.048,0,0,516797911,2019,ATL,1.221567,52.586016216000004,48.29,45.423,0.0,0.0,2018.0,ATL,1.2182,55.3342986,48.29,19.605,0.0,0.0,2017.0,ATL,1.2617,24.7356285,25.362,203.63066633333335
867063,52.931999999999995,0,0,516803320,2019,ATL,1.221567,64.659984444,66.276,33.689,0.0,0.0,2018.0,ATL,1.2182,41.0399398,48.29,29.948,0.0,0.0,2017.0,ATL,1.2617,37.785391600000004,33.209,152.09206433333327
867083,0.011000000000000001,0,0,516811734,2019,ATL,1.221567,0.013437237000000003,0.024,21.736,0.0,0.0,2018.0,ATL,1.2182,26.4787952,25.362,15.568,0.0,0.0,2017.0,ATL,1.2617,19.6421456,20.379,125.34001633333335
867143,42.88,0,0,516842385,2019,ATL,1.221567,52.38079296000001,48.29,45.161,0.0,0.0,2018.0,ATL,1.2182,55.0151302,48.29,55.569,0.0,0.0,2017.0,ATL,1.2617,70.11140730000001,71.864,45.756691000000004
867211,28.128,0,0,516880248,2019,ATL,1.221567,34.360236576000005,33.209,50.353,0.0,0.0,2018.0,ATL,1.2182,61.3400246,62.874,45.229,0.0,0.0,2017.0,ATL,1.2617,57.0654293,48.29,135.44170033333336
867212,21.555,0,0,516880849,2019,ATL,1.221567,26.330876685,25.362,10.45,0.0,0.0,2018.0,ATL,1.2182,12.730189999999999,13.288,17.241,0.0,0.0,2017.0,ATL,1.2617,21.7529697,20.379,31.341550333333338
867235,29.166,0,0,516892869,2019,ATL,1.221567,35.628223122,33.209,32.38,0.0,0.0,2018.0,ATL,1.2182,39.445316,48.29,10.686,0.0,0.0,2017.0,ATL,1.2617,13.4825262,13.288,137.07830533333336
867261,23.151999999999997,0,0,516906091,2019,ATL,1.221567,28.281719184,33.209,46.788,0.0,0.0,2018.0,ATL,1.2182,56.99714159999999,48.29,24.903,0.0,0.0,2017.0,ATL,1.2617,31.4201151,33.209,173.4466203333333
867268,25.659000000000002,0,0,516910298,2019,ATL,1.221567,31.344187653000006,33.209,35.407,1.0,0.0,2018.0,ATL,1.2182,43.1328074,48.29,15.161,0.0,0.0,2017.0,ATL,1.2617,19.1286337,20.379,102.52200399999998
867293,32.659,0,0,516922318,2019,ATL,1.221567,39.895156653,48.29,19.426,1.0,0.0,2018.0,ATL,1.2182,23.664753199999996,25.362,6.407,0.0,1.0,2017.0,ATL,1.2617,8.0837119,8.453,172.2956923333333
867317,41.666000000000004,0,0,516936141,2019,ATL,1.221567,50.89781062200001,48.29,23.932,0.0,0.0,2018.0,ATL,1.2182,29.153962399999998,33.209,15.937,0.0,0.0,2017.0,ATL,1.2617,20.1077129,20.379,173.3993703333334
867318,59.272,0,0,516937343,2019,ATL,1.221567,72.404719224,74.215,41.431,0.0,0.0,2018.0,ATL,1.2182,50.471244199999994,48.29,33.809,0.0,0.0,2017.0,ATL,1.2617,42.6568153,48.29,170.79342233333335
867359,30.131999999999998,0,0,516955373,2019,ATL,1.221567,36.808256844,33.209,32.962,0.0,0.0,2018.0,ATL,1.2182,40.154308400000005,48.29,0.0,0.0,0.0,2017.0,ATL,1.2617,0.0,0.024,333.7399613333333
867387,,-1,0,516966191,2019,ATL,1.221567,,,0.0,0.0,0.0,2018.0,ATL,1.2182,0.0,0.024,20.574,0.0,0.0,2017.0,ATL,1.2617,25.9582158,25.362,211.64473800000005
867404,15.889000000000001,0,0,516974004,2019,ATL,1.221567,19.409478063,20.379,14.970999999999998,0.0,0.0,2018.0,ATL,1.2182,18.2376722,20.379,5.1960000000000015,1.0,0.0,2017.0,ATL,1.2617,6.555793200000002,6.906,35.12226633333332
867406,59.03100000000001,0,0,516974605,2019,ATL,1.221567,72.11032157700002,73.913,40.207,0.0,0.0,2018.0,ATL,1.2182,48.9801674,48.29,41.75,0.0,0.0,2017.0,ATL,1.2617,52.675975,48.29,109.22613100000015
867485,49.653,0,0,517020653,2019,BRU,1.132533,56.233661049,48.29,28.656,0.0,0.0,2018.0,BRU,1.2119,34.7282064,33.209,20.056,0.0,0.0,2017.0,BRU,1.054,21.139024000000003,20.379,231.8027363333333
867489,31.499000000000002,0,0,517022650,2019,SNG,1.0985,34.6016515,33.209,35.22,0.0,0.0,2018.0,SNG,1.0775,37.949549999999995,33.209,24.057,0.0,0.0,2017.0,SNG,1.1546,27.7762122,25.362,32.30696233333334
867594,15.251,0,0,517070549,2019,ATL,1.221567,18.630118317,20.379,28.987,0.0,0.0,2018.0,ATL,1.2182,35.311963399999996,33.209,12.493,0.0,0.0,2017.0,ATL,1.2617,15.762418100000001,16.24,78.05604933333332
868494,44.358000000000004,0,0,517457353,2019,ATL,1.221567,54.18626898600001,48.29,70.196,0.0,0.0,2018.0,ATL,1.2182,85.5127672,87.651,78.498,0.0,0.0,2017.0,ATL,1.2617,99.0409266,101.517,317.0108413333333
870145,12.924000000000001,0,0,518178472,2019,BRU,1.132533,14.636856492000001,16.24,0.769,0.0,0.0,2018.0,BRU,1.2119,0.9319511,0.973,0.35200000000000004,0.0,0.0,2017.0,BRU,1.054,0.37100800000000006,0.358,50.995516333333356
870432,14.924000000000001,0,0,518321021,2019,ATL,1.221567,18.230665908000002,20.379,27.408,0.0,0.0,2018.0,ATL,1.2182,33.3884256,33.209,12.588,0.0,0.0,2017.0,ATL,1.2617,15.8822796,16.24,63.489925333333346
870551,224.725,0,0,518372011,2019,SNG,1.0985,246.8604125,253.032,173.39,0.0,0.0,2018.0,SNG,1.0775,186.82772499999996,191.498,170.017,0.0,0.0,2017.0,SNG,1.1546,196.3016282,201.209,939.9374363333334
872089,15.315999999999999,0,0,519070292,2019,ATL,1.221567,18.709520172,20.379,11.126,0.0,0.0,2018.0,ATL,1.2182,13.553693199999998,13.288,46.466,0.0,0.0,2017.0,ATL,1.2617,58.6261522,48.29,372.79903333333334
875499,1.633,0,0,520551617,2019,SNG,1.0985,1.7938505,1.793,23.205,0.0,0.0,2018.0,SNG,1.0775,25.003387499999995,25.362,2.9610000000000003,0.0,0.0,2017.0,SNG,1.1546,3.4187706000000007,3.316,146.1557173333333
875647,13.174000000000001,0,0,520631690,2019,ATL,1.221567,16.092923658000004,16.24,11.456,0.0,0.0,2018.0,ATL,1.2182,13.955699199999998,13.288,3.37,0.0,0.0,2017.0,ATL,1.2617,4.2519290000000005,4.349,27.408889333333338
875948,21.555999999999997,0,0,520759642,2019,ATL,1.221567,26.332098251999998,25.362,0.35200000000000004,0.0,0.0,2018.0,ATL,1.2182,0.42880640000000003,0.461,36.865,0.0,0.0,2017.0,ATL,1.2617,46.5125705,48.29,336.195711
876090,8.204,0,0,520817222,2019,ATL,1.221567,10.021735668000002,11.225,8.988999999999997,0.0,0.0,2018.0,ATL,1.2182,10.950399799999996,11.225,0.276,0.0,0.0,2017.0,ATL,1.2617,0.3482292,0.358,23.230962999999996
876437,80.749,0,0,520972029,2019,ROM,1.112033,89.79555271699999,92.04,87.81299999999997,0.0,0.0,2018.0,ROM,1.0876,95.50541879999996,97.893,99.544,0.0,0.0,2017.0,ROM,1.1691,116.3768904,119.286,90.12808033333339
877139,38.864000000000004,0,0,521285600,2019,ATL,1.221567,47.47497988800001,48.29,26.462,0.0,0.0,2018.0,ATL,1.2182,32.236008399999996,33.209,24.772,0.0,0.0,2017.0,ATL,1.2617,31.254832399999998,33.209,59.20836133333338
877504,23.575,0,0,521470686,2019,ATL,1.221567,28.798442025,33.209,18.256,0.0,0.0,2018.0,ATL,1.2182,22.2394592,25.362,13.505,0.0,0.0,2017.0,ATL,1.2617,17.039258500000003,16.24,25.378110333333325
877535,5.022,0,0,521485252,2019,ROM,1.112033,5.584629726,5.887,7.797999999999999,0.0,0.0,2018.0,ROM,1.0876,8.481104799999999,8.453,14.593,0.0,0.0,2017.0,ROM,1.1691,17.0606763,16.24,24.247040333333334
878429,104.30799999999999,0,0,521893948,2019,TRA,1.154433,120.416597364,123.427,69.548,0.0,0.0,2018.0,TRA,1.1404,79.3125392,81.295,110.886,0.0,0.0,2017.0,TRA,1.2324,136.6559064,140.072,493.39298799999983
878550,22.756,0,0,521950633,2019,ATL,1.221567,27.797978652,25.362,62.521,0.0,0.0,2018.0,ATL,1.2182,76.16308219999999,78.067,61.793,0.0,0.0,2017.0,ATL,1.2617,77.9642281,79.913,517.6120963333334
878577,6.376,0,0,521966511,2019,ATL,1.221567,7.788711192000001,7.939,16.319000000000006,0.0,0.0,2018.0,ATL,1.2182,19.879805800000007,20.379,13.705,0.0,0.0,2017.0,ATL,1.2617,17.2915985,16.24,26.568414333333358
879350,0.016,0,0,522381802,2019,ATL,1.221567,0.019545072,0.024,2.242,0.0,0.0,2018.0,ATL,1.2182,2.7312043999999998,2.818,13.729,0.0,0.0,2017.0,ATL,1.2617,17.3218793,16.24,54.158768999999985
879378,100.65,0,0,522402236,2019,ATL,1.221567,122.95071855000002,126.024,72.742,0.0,0.0,2018.0,ATL,1.2182,88.6143044,90.83,72.888,0.0,0.0,2017.0,ATL,1.2617,91.96278960000001,94.262,258.26773733333334
879527,17.91,0,0,522482835,2019,TRA,1.154433,20.67589503,20.379,2.605,0.0,0.0,2018.0,TRA,1.1404,2.970742,3.024,18.378,0.0,0.0,2017.0,TRA,1.2324,22.6490472,25.362,80.54159633333333
880028,25.529,0,0,522715406,2019,ATL,1.221567,31.185383943,33.209,23.266,0.0,0.0,2018.0,ATL,1.2182,28.342641199999996,33.209,15.956,0.0,0.0,2017.0,ATL,1.2617,20.1316852,20.379,25.03326633333333
880195,26.072,0,0,522782000,2019,ATL,1.221567,31.848694824000003,33.209,38.521,0.0,0.0,2018.0,ATL,1.2182,46.926282199999996,48.29,17.554000000000002,0.0,0.0,2017.0,ATL,1.2617,22.147881800000004,25.362,111.19150233333332
880222,19.403,0,0,522796492,2019,ATL,1.221567,23.702064501,25.362,5.811,0.0,0.0,2018.0,ATL,1.2182,7.0789602,7.425,12.782,0.0,0.0,2017.0,ATL,1.2617,16.1270494,16.24,46.19582433333333
880228,30.975,0,0,522800098,2019,ATL,1.221567,37.838037825,33.209,20.122,0.0,0.0,2018.0,ATL,1.2182,24.5126204,25.362,20.41,0.0,0.0,2017.0,ATL,1.2617,25.751297,25.362,38.24829633333334
881005,25.734,0,0,523159496,2019,ATL,1.221567,31.435805178000003,33.209,22.475,0.0,0.0,2018.0,ATL,1.2182,27.379045,25.362,13.056,0.0,0.0,2017.0,ATL,1.2617,16.472755199999998,16.24,43.34505433333335
881088,63.879,0,0,523194955,2019,ATL,1.221567,78.032478393,79.983,47.947,0.0,0.0,2018.0,ATL,1.2182,58.4090354,48.29,59.331,0.0,0.0,2017.0,ATL,1.2617,74.8579227,76.729,67.3513973333333
881732,18.801,0,0,523474205,2019,ATL,1.221567,22.966681167,25.362,24.726,0.0,0.0,2018.0,ATL,1.2182,30.121213199999996,33.209,45.379,0.0,0.0,2017.0,ATL,1.2617,57.2546843,48.29,194.6736863333333
882112,9.187999999999999,0,0,523648031,2019,ATL,1.221567,11.223757595999999,11.225,0.256,0.0,0.0,2018.0,ATL,1.2182,0.3118592,0.358,0.196,0.0,0.0,2017.0,ATL,1.2617,0.24729320000000002,0.255,26.773381333333326
882848,30.026,0,0,523977457,2019,ATL,1.221567,36.678770742000005,33.209,27.161,0.0,0.0,2018.0,ATL,1.2182,33.0875302,33.209,19.998,0.0,0.0,2017.0,ATL,1.2617,25.2314766,25.362,26.67959633333333
882893,44.324,0,0,523996401,2019,ATL,1.221567,54.144735708,48.29,3.045,0.0,0.0,2018.0,ATL,1.2182,3.7094189999999996,3.831,41.942,0.0,0.0,2017.0,ATL,1.2617,52.9182214,48.29,537.1010623333334
883737,65.547,0,0,524353332,2019,TRA,1.154433,75.669619851,77.561,51.979,0.0,0.0,2018.0,TRA,1.1404,59.2768516,48.29,52.617,0.0,0.0,2017.0,TRA,1.2324,64.8451908,66.466,58.613761333333315
884166,20.993000000000002,0,0,524539713,2019,ATL,1.221567,25.644356031000004,25.362,7.459,0.0,0.0,2018.0,ATL,1.2182,9.086553799999999,9.479,13.902,0.0,0.0,2017.0,ATL,1.2617,17.5401534,16.24,45.82728100000001
884325,9.234,0,0,524640360,2019,ATL,1.221567,11.279949678000001,11.225,11.413,0.0,0.0,2018.0,ATL,1.2182,13.9033166,13.288,0.0,0.0,0.0,2017.0,ATL,1.2617,0.0,0.024,36.71189433333333
885031,13.264000000000001,0,0,524967477,2019,ATL,1.221567,16.202864688000002,16.24,12.744000000000002,0.0,0.0,2018.0,ATL,1.2182,15.524740800000002,16.24,22.58,0.0,0.0,2017.0,ATL,1.2617,28.489186,33.209,30.63419199999998
885099,11.821,0,0,525001414,2019,ATL,1.221567,14.440143507,16.24,18.819000000000006,0.0,0.0,2018.0,ATL,1.2182,22.925305800000007,25.362,21.368,0.0,0.0,2017.0,ATL,1.2617,26.9600056,25.362,24.435769000000004
885152,53.621,0,0,525031611,2019,SNG,1.0985,58.902668500000004,48.29,33.688,0.0,0.0,2018.0,SNG,1.0775,36.29882,33.209,34.959,0.0,0.0,2017.0,SNG,1.1546,40.363661400000005,48.29,124.535029
885170,27.002,0,0,525043555,2019,ATL,1.221567,32.984752134,33.209,39.093,0.0,0.0,2018.0,ATL,1.2182,47.6230926,48.29,20.13,0.0,0.0,2017.0,ATL,1.2617,25.398021,25.362,92.16867233333338
885358,9.089,0,0,525153614,2019,SNG,1.0985,9.9842665,9.978,44.01600000000001,0.0,0.0,2018.0,SNG,1.0775,47.42724000000001,48.29,48.677,0.0,0.0,2017.0,SNG,1.1546,56.2024642,48.29,468.1383323333335
885397,49.158,0,0,525177422,2019,TRA,1.154433,56.74961741400001,48.29,44.24100000000001,0.0,0.0,2018.0,TRA,1.1404,50.45243640000001,48.29,63.794,0.0,0.0,2017.0,TRA,1.2324,78.6197256,80.585,103.45153233333323
885855,12.873,0,0,525393548,2019,TRA,1.154433,14.861016009,16.24,31.667,0.0,0.0,2018.0,TRA,1.1404,36.113046800000006,33.209,16.986,0.0,0.0,2017.0,TRA,1.2324,20.9335464,20.379,97.61049433333336
887201,24.339000000000002,0,0,526026615,2019,ATL,1.221567,29.731719213000005,33.209,16.846,0.0,0.0,2018.0,ATL,1.2182,20.521797199999998,20.379,1.078,0.0,0.0,2017.0,ATL,1.2617,1.3601126000000001,1.382,140.97483233333338
887560,60.51300000000001,0,0,526208909,2019,ATL,1.221567,73.92068387100002,75.769,35.637,0.0,0.0,2018.0,ATL,1.2182,43.4129934,48.29,65.717,0.0,0.0,2017.0,ATL,1.2617,82.9151389,84.988,258.45056533333343
888520,71.222,0,0,526840801,2019,ATL,1.221567,87.00244487399999,89.178,102.117,0.0,0.0,2018.0,ATL,1.2182,124.3989294,127.509,21.156,0.0,0.0,2017.0,ATL,1.2617,26.6925252,25.362,1669.2981503333335
888523,31.63300000000001,0,0,526842817,2019,SNG,1.0985,34.74885050000001,33.209,34.382,0.0,0.0,2018.0,SNG,1.0775,37.04660499999999,33.209,23.389,0.0,0.0,2017.0,SNG,1.1546,27.0049394,25.362,32.72776433333334
888713,25.238000000000003,0,0,526953008,2019,MAC,1.2811,32.3324018,33.209,8.299,0.0,0.0,2018.0,MAC,1.2697,10.5372403,11.225,5.17,0.0,0.0,2017.0,MAC,1.3218,6.833706,6.906,116.57416433333337
889941,22.01,0,0,527631537,2019,MAC,1.2811,28.197011,33.209,20.204,0.0,0.0,2018.0,MAC,1.2697,25.6530188,25.362,9.49,0.0,0.0,2017.0,MAC,1.3218,12.543882000000002,13.288,45.80030533333334
890281,64.77600000000001,0,0,527875939,2019,TRA,1.154433,74.77955200800001,76.649,50.744,0.0,0.0,2018.0,TRA,1.1404,57.868457600000006,48.29,84.25399999999998,0.0,0.0,2017.0,TRA,1.2324,103.83462959999997,106.43,283.2016013333329
890420,25.237,0,0,527977717,2019,ATL,1.221567,30.828686379,33.209,30.184,0.0,0.0,2018.0,ATL,1.2182,36.7701488,33.209,18.092,0.0,0.0,2017.0,ATL,1.2617,22.8266764,25.362,36.95671633333335
890564,2.7939999999999996,0,0,528082238,2019,ATL,1.221567,3.413058198,3.316,8.833,0.0,0.0,2018.0,ATL,1.2182,10.7603606,11.225,12.327,0.0,0.0,2017.0,ATL,1.2617,15.5529759,16.24,23.259274333333337
890731,128.289,0,0,528199625,2019,ATL,1.221567,156.713608863,160.631,122.601,0.0,0.0,2018.0,ATL,1.2182,149.3525382,153.086,173.975,0.0,0.0,2017.0,ATL,1.2617,219.5042575,224.992,793.1419693333333
890735,138.116,0,0,528203088,2019,ATL,1.221567,168.71794777200003,172.936,125.507,0.0,0.0,2018.0,ATL,1.2182,152.8926274,156.715,129.875,0.0,0.0,2017.0,ATL,1.2617,163.8632875,167.96,40.99673100000007
890965,61.18600000000001,0,0,528314418,2019,ATL,1.221567,74.74279846200001,76.611,81.623,0.0,0.0,2018.0,ATL,1.2182,99.4331386,101.919,59.97,0.0,0.0,2017.0,ATL,1.2617,75.664149,77.556,148.00033900000003
892201,23.674,0,0,528862055,2019,ATL,1.221567,28.919377158,33.209,13.861,0.0,0.0,2018.0,ATL,1.2182,16.8854702,16.24,1.903,0.0,0.0,2017.0,ATL,1.2617,2.4010151,2.509,118.87752899999998
893337,16.689,0,0,529435138,2019,MAC,1.2811,21.3802779,20.379,25.974,0.0,0.0,2018.0,MAC,1.2697,32.9791878,33.209,13.618,0.0,0.0,2017.0,MAC,1.3218,18.0002724,20.379,41.38550033333333
893653,60.483999999999995,0,0,529620351,2019,ATL,1.221567,73.885258428,75.732,118.91,0.0,0.0,2018.0,ATL,1.2182,144.85616199999998,148.478,116.858,0.0,0.0,2017.0,ATL,1.2617,147.4397386,151.126,1099.3060093333336
894174,29.011999999999997,0,0,529926155,2019,ROM,1.112033,32.262301396,33.209,13.644,0.0,0.0,2018.0,ROM,1.0876,14.8392144,16.24,24.821,0.0,0.0,2017.0,ROM,1.1691,29.0182311,33.209,63.11087233333332
894284,150.19799999999995,0,0,529994669,2019,ROM,1.112033,167.02513253399997,171.201,55.03100000000001,0.0,0.0,2018.0,ROM,1.0876,59.851715600000006,48.29,64.405,0.0,0.0,2017.0,ROM,1.1691,75.2958855,77.178,2750.8447689999966
894327,53.558,0,0,530017507,2019,ROM,1.112033,59.558263414,48.29,42.154,0.0,0.0,2018.0,ROM,1.0876,45.8466904,48.29,29.348000000000006,0.0,0.0,2017.0,ROM,1.1691,34.31074680000001,33.209,146.69482533333326
894334,18.293,0,0,530019911,2019,ROM,1.112033,20.342419669,20.379,12.526,0.0,0.0,2018.0,ROM,1.0876,13.623277599999998,13.288,5.809,0.0,0.0,2017.0,ROM,1.1691,6.791301900000001,6.906,39.03777233333332
894945,26.894000000000002,0,0,530340845,2019,ATL,1.221567,32.85282289800001,33.209,25.102,0.0,0.0,2018.0,ATL,1.2182,30.5792564,33.209,17.352999999999998,0.0,0.0,2017.0,ATL,1.2617,21.8942801,20.379,25.714824333333354
895402,63.945,0,0,530546128,2019,SAV,1.2909329999999999,82.54871068499999,84.612,6.972,0.0,0.0,2018.0,SAV,1.2667,8.8314324,8.961,7.816,0.0,0.0,2017.0,SAV,1.3493,10.5461288,11.225,1066.1832843333332
895967,65.858,0,0,530824435,2019,ROM,1.112033,73.23626931400001,75.067,38.771,0.0,0.0,2018.0,ROM,1.0876,42.1673396,48.29,49.094,0.0,0.0,2017.0,ROM,1.1691,57.395795400000004,48.29,186.88359900000003
897117,12.32,0,0,531375166,2019,ATL,1.221567,15.04970544,16.24,4.053,0.0,0.0,2018.0,ATL,1.2182,4.9373645999999995,4.863,3.5580000000000003,0.0,0.0,2017.0,ATL,1.2617,4.489128600000001,4.349,24.22682633333333
897600,72.26,0,0,531601254,2019,SNG,1.0985,79.37761,81.362,42.415,0.0,0.0,2018.0,SNG,1.0775,45.70216249999999,48.29,63.827,0.0,0.0,2017.0,SNG,1.1546,73.6946542,75.537,236.71887633333338
897964,64.87899999999999,0,0,531778109,2019,BRU,1.132533,73.47760850699999,75.315,85.35600000000002,0.0,0.0,2018.0,BRU,1.2119,103.44293640000002,106.029,51.033,0.0,0.0,2017.0,BRU,1.054,53.788782000000005,48.29,298.18126233333373
898102,69.001,0,0,531846350,2019,ROM,1.112033,76.73138903300001,78.65,39.572,0.0,0.0,2018.0,ROM,1.0876,43.0385072,48.29,45.127,0.0,0.0,2017.0,ROM,1.1691,52.7579757,48.29,244.48199033333339
898103,3.63,0,0,531846926,2019,MAC,1.2811,4.650392999999999,4.863,11.953,0.0,0.0,2018.0,MAC,1.2697,15.1767241,16.24,12.395,0.0,0.0,2017.0,MAC,1.3218,16.383711,16.24,24.382153
899596,11.595999999999998,0,0,532547402,2019,ATL,1.221567,14.165290932,16.24,51.874,0.0,0.0,2018.0,ATL,1.2182,63.1929068,64.773,2.37,0.0,0.0,2017.0,ATL,1.2617,2.9902290000000002,3.024,693.0137293333333
900544,23.101999999999997,0,0,532940710,2019,ATL,1.221567,28.220640833999997,33.209,30.509,0.0,0.0,2018.0,ATL,1.2182,37.166063799999996,33.209,19.145,0.0,0.0,2017.0,ATL,1.2617,24.1552465,25.362,33.276999
901022,1.669,1,1,533155736,2019,SAV,1.2909329999999999,2.1545671769999997,2.201,1.669,0.0,0.0,2018.0,SAV,1.2667,2.1141223,2.201,12.062,0.0,0.0,2017.0,SAV,1.3493,16.2752566,16.24,36.00481633333333
901570,43.67,0,0,533402050,2019,MAC,1.2811,55.945637,48.29,30.018,0.0,0.0,2018.0,MAC,1.2697,38.1138546,48.29,24.296,0.0,0.0,2017.0,MAC,1.3218,32.1144528,33.209,99.07837733333335
901628,28.506999999999998,0,0,533423551,2019,ATL,1.221567,34.823210469,33.209,40.993,0.0,0.0,2018.0,ATL,1.2182,49.9376726,48.29,36.959,0.0,0.0,2017.0,ATL,1.2617,46.63117030000001,48.29,40.601609333333364
902156,,-1,0,533654541,2019,ATL,1.221567,,,11.642,0.0,0.0,2018.0,ATL,1.2182,14.182284399999999,16.24,22.426,0.0,0.0,2017.0,ATL,1.2617,28.2948842,33.209,58.14732799999999
902742,66.488,0,0,533913790,2019,ATL,1.221567,81.21954669600001,83.25,61.22,0.0,0.0,2018.0,ATL,1.2182,74.578204,76.443,79.227,0.0,0.0,2017.0,ATL,1.2617,99.96070590000001,102.46,85.71433233333337
902983,12.181,0,0,534014535,2019,ATL,1.221567,14.879907627,16.24,0.306,0.0,0.0,2018.0,ATL,1.2182,0.37276919999999997,0.358,13.286,0.0,0.0,2017.0,ATL,1.2617,16.762946200000002,16.24,51.786175
903820,51.316,0,0,534378363,2019,ATL,1.221567,62.68593217200001,64.253,68.673,0.0,0.0,2018.0,ATL,1.2182,83.6574486,85.749,44.14100000000001,0.0,0.0,2017.0,ATL,1.2617,55.69269970000002,48.29,159.09418299999987
906920,42.333999999999996,0,0,535704430,2019,ATL,1.221567,51.713817378,48.29,20.856,0.0,0.0,2018.0,ATL,1.2182,25.406779200000003,25.362,1.48,0.0,0.0,2017.0,ATL,1.2617,1.867316,1.895,417.63052933333324
906983,106.197,0,0,535733652,2019,TRA,1.154433,122.59732130100001,125.662,36.178,0.0,0.0,2018.0,TRA,1.1404,41.2573912,48.29,66.548,0.0,0.0,2017.0,TRA,1.2324,82.01375519999999,84.064,1232.840077
907302,1.325,0,0,535875847,2019,SAV,1.2909329999999999,1.7104862249999997,1.793,10.018,0.0,0.0,2018.0,SAV,1.2667,12.6898006,13.288,1.869,0.0,0.0,2017.0,SAV,1.3493,2.5218417,2.614,23.711731000000004
907448,14.954,0,0,535937729,2019,ATL,1.221567,18.267312918000002,20.379,12.473,0.0,0.0,2018.0,ATL,1.2182,15.1946086,16.24,22.28,0.0,0.0,2017.0,ATL,1.2617,28.110676,33.209,26.000481
907896,24.978,0,0,536129121,2019,ATL,1.221567,30.512300526000004,33.209,23.419,0.0,0.0,2018.0,ATL,1.2182,28.5290258,33.209,33.027,0.0,0.0,2017.0,ATL,1.2617,41.6701659,48.29,26.588424333333336
908572,10.713,0,0,536414426,2019,ATL,1.221567,13.086647271,13.288,13.28,0.0,0.0,2018.0,ATL,1.2182,16.177695999999997,16.24,21.077,0.0,0.0,2017.0,ATL,1.2617,26.592850900000002,25.362,29.132532333333348
910269,68.779,0,0,537169900,2019,ATL,1.221567,84.018156693,86.119,57.794,0.0,0.0,2018.0,ATL,1.2182,70.4046508,72.165,38.494,0.0,0.0,2017.0,ATL,1.2617,48.5678798,48.29,235.05690833333327
911074,35.024,0,0,537516785,2019,ATL,1.221567,42.784162608,48.29,33.959,0.0,0.0,2018.0,ATL,1.2182,41.368853800000004,48.29,24.513,0.0,0.0,2017.0,ATL,1.2617,30.928052100000002,33.209,33.47371033333334
911932,11.662,0,0,537916450,2019,ATL,1.221567,14.245914354000002,16.24,25.678,0.0,0.0,2018.0,ATL,1.2182,31.2809396,33.209,9.192,0.0,0.0,2017.0,ATL,1.2617,11.5975464,11.225,79.05622533333334
911943,46.736999999999995,0,0,537922460,2019,ATL,1.221567,57.092376879,48.29,31.545,0.0,0.0,2018.0,ATL,1.2182,38.428119,48.29,14.008,0.0,0.0,2017.0,ATL,1.2617,17.6738936,16.24,268.2551123333333
911957,96.565,0,0,537928470,2019,ATL,1.221567,117.96061735500001,120.91,63.222,0.0,0.0,2018.0,ATL,1.2182,77.0170404,78.942,55.067,0.0,0.0,2017.0,ATL,1.2617,69.4780339,71.215,483.3906129999999
911959,35.979,0,0,537929071,2019,ATL,1.221567,43.950759093,48.29,40.772,0.0,0.0,2018.0,ATL,1.2182,49.6684504,48.29,18.496,0.0,0.0,2017.0,ATL,1.2617,23.3364032,25.362,137.474719
