,ddl,summerflag,winterflag,prem,year,pool,estimate,trued,bucketed,ddl_18,summerflag_18,winterflag_18,year_18,pool_18,factor_18,trued_18,bucketed_18,ddl_17,summerflag_17,winterflag_17,year_17,pool_17,factor_17,trued_17,bucketed_17,variation
831227,19.178,0,0,481287949,2019,ATL,1.221567,23.427211926000002,25.362,13.538,0.0,0.0,2018.0,ATL,1.2182,16.4919916,16.24,4.787,0.0,0.0,2017.0,ATL,1.2617,6.0397579,6.396,52.58174700000001
831307,42.778999999999996,0,0,481402800,2019,ATL,1.221567,52.257414693,48.29,53.68,0.0,0.0,2018.0,ATL,1.2182,65.39297599999999,67.028,0.434,0.0,0.0,2017.0,ATL,1.2617,0.5475778,0.563,791.1778903333333
831342,34.914,0,0,481455215,2019,SNG,1.0985,38.353029,48.29,44.182,0.0,0.0,2018.0,SNG,1.0775,47.606105,48.29,23.135,0.0,0.0,2017.0,SNG,1.1546,26.711671000000003,25.362,111.269479
831567,139.714,0,0,481737052,2019,TRA,1.154433,161.290452162,165.323,110.456,0.0,0.0,2018.0,TRA,1.1404,125.96402240000002,129.113,92.77,0.0,0.0,2017.0,TRA,1.2324,114.329748,117.188,562.0940493333334
831637,14.838,0,0,481841622,2019,ATL,1.221567,18.125611146,20.379,26.453000000000007,0.0,0.0,2018.0,ATL,1.2182,32.225044600000004,33.209,22.994,0.0,0.0,2017.0,ATL,1.2617,29.0115298,33.209,35.565540333333374
831914,33.241,0,0,482252923,2019,SNG,1.0985,36.5152385,33.209,39.24800000000001,0.0,0.0,2018.0,SNG,1.0775,42.28972000000001,48.29,22.539,0.0,0.0,2017.0,SNG,1.1546,26.023529400000005,25.362,71.63458900000008
832379,38.179,0,0,482888912,2019,ATL,1.221567,46.638206493000006,48.29,9.639,0.0,0.0,2018.0,ATL,1.2182,11.742229799999999,11.225,28.88,0.0,0.0,2017.0,ATL,1.2617,36.437896,33.209,211.86984700000002
832409,0.027000000000000003,0,0,482943014,2019,ATL,1.221567,0.03298230900000001,0.024,112.589,0.0,0.0,2018.0,ATL,1.2182,137.1559198,140.585,77.808,0.0,0.0,2017.0,ATL,1.2617,98.17035360000001,100.625,3321.6342943333334
832497,52.798,0,0,483066383,2019,ATL,1.221567,64.49629446600001,66.109,39.565,0.0,0.0,2018.0,ATL,1.2182,48.198083,48.29,,-1.0,-1.0,2017.0,ATL,1.2617,,,87.55614450000006
832702,1.094,0,0,483356508,2019,ATL,1.221567,1.336394298,1.382,28.908,0.0,0.0,2018.0,ATL,1.2182,35.2157256,33.209,,,,,,,,,386.80929800000007
833003,3.758,0,0,483789345,2019,BRU,1.132533,4.256059014,4.349,13.366,0.0,0.0,2018.0,BRU,1.2119,16.1982554,16.24,4.216,0.0,0.0,2017.0,BRU,1.054,4.443664,4.349,29.37432133333333
833298,25.50800000000001,0,0,484190410,2019,TRA,1.154433,29.44727696400001,33.209,27.702,0.0,0.0,2018.0,TRA,1.1404,31.591360800000004,33.209,11.961,0.0,0.0,2017.0,TRA,1.2324,14.7407364,16.24,72.68565433333337
833962,47.051,0,0,484988580,2019,ATL,1.221567,57.475948917000004,48.29,42.262,0.0,0.0,2018.0,ATL,1.2182,51.483568399999996,48.29,36.581,0.0,0.0,2017.0,ATL,1.2617,46.154247700000006,48.29,27.471530333333327
834478,7.412000000000001,0,0,485657040,2019,ATL,1.221567,9.054254604000002,9.479,21.478,0.0,0.0,2018.0,ATL,1.2182,26.1644996,25.362,10.059,0.0,0.0,2017.0,ATL,1.2617,12.6914403,13.288,55.87542100000001
834541,18.105999999999998,0,0,485745936,2019,ATL,1.221567,22.117692102,25.362,37.173,0.0,0.0,2018.0,ATL,1.2182,45.2841486,48.29,28.209,0.0,0.0,2017.0,ATL,1.2617,35.5912953,33.209,90.99573233333335
834561,0.098,0,0,485767986,2019,TRA,1.154433,0.113134434,0.154,12.936,0.0,0.0,2018.0,TRA,1.1404,14.752214400000002,16.24,,,,,,,,,82.407122
835299,72.082,0,0,486730533,2019,ROM,1.112033,80.157562706,82.162,100.259,0.0,0.0,2018.0,ROM,1.0876,109.04168839999998,111.768,81.109,0.0,0.0,2017.0,ROM,1.1691,94.8245319,97.195,207.02542633333343
835327,5.016,0,0,486759907,2019,ATL,1.221567,6.127380072,6.396,21.72,0.0,0.0,2018.0,ATL,1.2182,26.459303999999996,25.362,17.711,0.0,0.0,2017.0,ATL,1.2617,22.3459687,25.362,76.04312033333332
835421,11.034,0,0,486865107,2019,ATL,1.221567,13.478770278000002,13.288,0.452,0.0,0.0,2018.0,ATL,1.2182,0.5506264,0.563,0.84,0.0,0.0,2017.0,ATL,1.2617,1.059828,1.075,36.00781733333334
835491,0.0,0,0,486956939,2019,ROM,1.112033,0.0,0.024,25.889,0.0,0.0,2018.0,ROM,1.0876,28.156876399999998,33.209,20.867,0.0,0.0,2017.0,ROM,1.1691,24.3956097,25.362,188.48208233333332
835689,23.045,0,0,487199046,2019,ATL,1.221567,28.151011515000004,33.209,19.719,0.0,0.0,2018.0,ATL,1.2182,24.0216858,25.362,10.725,0.0,0.0,2017.0,ATL,1.2617,13.5317325,13.288,40.62278533333335
836131,10.344000000000001,0,0,487764300,2019,ATL,1.221567,12.635889048000003,13.288,,-1.0,0.0,2018.0,ATL,1.2182,,,1.513,1.0,1.0,2017.0,ATL,1.2617,1.9089521,1.999,38.99328050000001
836836,350.32199999999995,0,0,488670444,2019,SAV,1.2909329999999999,452.2422304259999,463.548,177.766,0.0,0.0,2018.0,SAV,1.2667,225.17619219999997,230.806,123.563,0.0,0.0,2017.0,SAV,1.3493,166.7235559,170.892,14022.197070999991
836982,20.435,0,0,488875242,2019,ATL,1.221567,24.962721645,25.362,27.026,0.0,0.0,2018.0,ATL,1.2182,32.9230732,33.209,15.011,0.0,0.0,2017.0,ATL,1.2617,18.9393787,20.379,36.20354700000001
836987,26.93,0,0,488881811,2019,SNG,1.0985,29.582605,33.209,37.095,0.0,0.0,2018.0,SNG,1.0775,39.9698625,48.29,31.948,0.0,0.0,2017.0,SNG,1.1546,36.887160800000004,33.209,25.833192999999994
837329,51.158,0,0,489373932,2019,AUG,1.3324,68.1629192,69.867,51.624,0.0,0.0,2018.0,AUG,1.361,70.260264,72.017,19.309,0.0,0.0,2017.0,AUG,1.2987,25.0765983,25.362,343.139197
838100,6.186,0,0,490375563,2019,ATL,1.221567,7.5566134620000005,7.939,7.395,0.0,0.0,2018.0,ATL,1.2182,9.008588999999999,9.479,17.817999999999994,0.0,0.0,2017.0,ATL,1.2617,22.480970599999992,25.362,40.90067233333329
838276,20.395,0,0,490600435,2019,AUG,1.3324,27.174298,25.362,10.442,0.0,0.0,2018.0,AUG,1.361,14.211562,16.24,5.839,0.0,0.0,2017.0,AUG,1.2987,7.5831093,7.939,55.354492333333326
838964,111.229,0,0,491539907,2019,ATL,1.221567,135.873675843,139.271,158.835,0.0,0.0,2018.0,ATL,1.2182,193.492797,198.33,134.513,0.0,0.0,2017.0,ATL,1.2617,169.7150521,173.958,566.6725960000002
839505,23.605,0,0,492207901,2019,TRA,1.154433,27.250390965,25.362,24.419,0.0,0.0,2018.0,TRA,1.1404,27.847427600000003,25.362,7.474,0.0,0.0,2017.0,TRA,1.2324,9.2109576,9.479,91.33413033333333
839918,7.3210000000000015,0,0,492733433,2019,TRA,1.154433,8.451603993000003,8.453,5.692,0.0,0.0,2018.0,TRA,1.1404,6.491156800000001,6.396,14.915,0.0,0.0,2017.0,TRA,1.2324,18.381245999999997,20.379,24.231034333333326
840028,206.06099999999998,0,0,492881348,2019,ATL,1.221567,251.717317587,258.01,177.449,0.0,0.0,2018.0,ATL,1.2182,216.16837180000002,221.573,255.139,0.0,0.0,2017.0,ATL,1.2617,321.90887630000003,329.957,1543.838788
840430,7.34,0,0,493383044,2019,ATL,1.221567,8.96630178,8.961,28.74,0.0,0.0,2018.0,ATL,1.2182,35.011067999999995,33.209,95.24,0.0,0.0,2017.0,ATL,1.2617,120.16430799999999,123.168,2101.1033333333335
840588,14.59,0,0,493603440,2019,MAC,1.2811,18.691249,20.379,8.495,0.0,0.0,2018.0,MAC,1.2697,10.7861015,11.225,18.38,0.0,0.0,2017.0,MAC,1.3218,24.294684,25.362,24.87105833333333
840730,169.06599999999997,0,0,493784693,2019,TRA,1.154433,195.175369578,200.055,110.985,0.0,0.0,2018.0,TRA,1.1404,126.567294,129.731,126.444,0.0,0.0,2017.0,TRA,1.2324,155.8295856,159.725,904.8363543333323
840881,19.426,0,0,493963430,2019,ATL,1.221567,23.730160542,25.362,15.34,0.0,0.0,2018.0,ATL,1.2182,18.687188,20.379,8.261000000000001,0.0,0.0,2017.0,ATL,1.2617,10.4229037,11.225,31.910810333333316
840891,1.732,0,0,493972005,2019,ATL,1.221567,2.115754044,2.201,3.372,0.0,0.0,2018.0,ATL,1.2182,4.1077704,4.349,12.535,0.0,0.0,2017.0,ATL,1.2617,15.815409500000001,16.24,33.892496333333334
841091,21.714000000000002,0,0,494195534,2019,ATL,1.221567,26.525105838000005,25.362,21.136,0.0,0.0,2018.0,ATL,1.2182,25.7478752,25.362,0.138,0.0,0.0,2017.0,ATL,1.2617,0.1741146,0.154,151.12897733333335
841164,26.439,0,0,494301643,2019,ATL,1.221567,32.297009913000004,33.209,19.712,0.0,0.0,2018.0,ATL,1.2182,24.0131584,25.362,15.291,0.0,0.0,2017.0,ATL,1.2617,19.2926547,20.379,31.512612333333333
841176,4.1960000000000015,0,0,494320803,2019,ATL,1.221567,5.125695132000002,5.374,6.084,0.0,0.0,2018.0,ATL,1.2182,7.411528799999999,7.425,13.61,0.0,0.0,2017.0,ATL,1.2617,17.171737,16.24,24.804769333333326
841456,25.908,0,0,494710405,2019,TRA,1.154433,29.909050164000003,33.209,5.292999999999998,0.0,0.0,2018.0,TRA,1.1404,6.036137199999999,6.396,19.311,0.0,0.0,2017.0,TRA,1.2324,23.798876399999997,25.362,110.83382633333335
841705,23.969,0,0,495081128,2019,TRA,1.154433,27.670604577000002,25.362,19.124,0.0,0.0,2018.0,TRA,1.1404,21.8090096,20.379,13.327,0.0,0.0,2017.0,TRA,1.2324,16.4241948,16.24,28.38856633333334
841874,18.505,0,0,495308425,2019,ATL,1.221567,22.605097335,25.362,11.215,0.0,0.0,2018.0,ATL,1.2182,13.662113,13.288,27.565,0.0,0.0,2017.0,ATL,1.2617,34.778760500000004,33.209,67.09170000000002
842006,31.753,0,0,495504744,2019,ATL,1.221567,38.788416951,48.29,0.8759999999999999,0.0,0.0,2018.0,ATL,1.2182,1.0671431999999998,1.075,0.0,0.0,0.0,2017.0,ATL,1.2617,0.0,0.024,327.0682523333333
842052,117.8,0,0,495549136,2019,ATL,1.221567,143.9005926,147.498,228.341,0.0,0.0,2018.0,ATL,1.2182,278.1650062,285.119,281.83,0.0,0.0,2017.0,ATL,1.2617,355.584911,364.475,6997.704450333333
842057,22.415,0,0,495554733,2019,ATL,1.221567,27.381424305,25.362,1.412,0.0,0.0,2018.0,ATL,1.2182,1.7200984,1.793,1.288,0.0,0.0,2017.0,ATL,1.2617,1.6250696,1.689,147.9152523333333
842065,27.244,0,0,495561408,2019,ATL,1.221567,33.280371348,33.209,22.55,0.0,0.0,2018.0,ATL,1.2182,27.47041,25.362,17.000999999999998,0.0,0.0,2017.0,ATL,1.2617,21.4501617,20.379,26.290681000000014
842218,173.5,0,0,495757847,2019,ATL,1.221567,211.9418745,217.24,25.783,0.0,0.0,2018.0,ATL,1.2182,31.4088506,33.209,25.952,0.0,0.0,2017.0,ATL,1.2617,32.7436384,33.209,7265.125492333333
842286,832.98,0,1,495840317,2019,AUG,1.3324,1109.862552,1137.609,549.951,0.0,0.0,2018.0,AUG,1.361,748.4833110000001,767.195,625.29,0.0,0.0,2017.0,AUG,1.2987,812.0641229999999,832.366,21486.085977000002
842494,23.879,0,0,496108107,2019,SAV,1.2909329999999999,30.826189106999998,33.209,41.714,0.0,0.0,2018.0,SAV,1.2667,52.839123799999996,48.29,36.79,0.0,0.0,2017.0,SAV,1.3493,49.640747,48.29,84.83782033333331
842713,22.142,0,0,496372910,2019,ATL,1.221567,27.047936514,25.362,29.061,0.0,0.0,2018.0,ATL,1.2182,35.402110199999996,33.209,16.727999999999998,0.0,0.0,2017.0,ATL,1.2617,21.1057176,20.379,38.21447433333334
842857,33.726,0,0,496549249,2019,SNG,1.0985,37.048011,33.209,36.827,0.0,0.0,2018.0,SNG,1.0775,39.68109249999999,48.29,21.052,0.0,0.0,2017.0,SNG,1.1546,24.3066392,25.362,69.84951699999999
842879,27.980999999999998,0,0,496576149,2019,SAV,1.2909329999999999,36.121596272999994,33.209,21.418000000000006,0.0,0.0,2018.0,SAV,1.2667,27.130180600000006,25.362,33.119,0.0,0.0,2017.0,SAV,1.3493,44.687466699999995,48.29,34.39756899999996
842983,2.266,0,0,496738240,2019,ATL,1.221567,2.7680708220000003,2.818,10.104,0.0,0.0,2018.0,ATL,1.2182,12.3086928,13.288,14.702,0.0,0.0,2017.0,ATL,1.2617,18.549513400000002,20.379,39.538324
843184,61.458999999999996,0,0,496983232,2019,ATL,1.221567,75.076286253,76.953,48.682,0.0,0.0,2018.0,ATL,1.2182,59.3044124,48.29,41.272,0.0,0.0,2017.0,ATL,1.2617,52.0728824,48.29,104.27913299999997
843630,211.67700000000002,0,0,497572958,2019,ROM,1.112033,235.39180934100003,241.277,208.403,0.0,0.0,2018.0,ROM,1.0876,226.65910279999997,232.326,169.72099999999998,0.0,0.0,2017.0,ROM,1.1691,198.42082109999998,203.381,544.5536893333342
843646,34.024,0,0,497594809,2019,ATL,1.221567,41.562595608,48.29,39.195,0.0,0.0,2018.0,ATL,1.2182,47.747349,48.29,26.522,0.0,0.0,2017.0,ATL,1.2617,33.4628074,33.209,40.60402900000001
843683,31.927,0,0,497630312,2019,SNG,1.0985,35.0718095,33.209,35.139,0.0,0.0,2018.0,SNG,1.0775,37.8622725,33.209,24.744,0.0,0.0,2017.0,SNG,1.1546,28.5694224,33.209,28.328076333333343
844475,249.72400000000002,0,0,498633831,2019,TRA,1.154433,288.289626492,295.497,193.638,0.0,0.0,2018.0,TRA,1.1404,220.82477520000003,226.345,,-1.0,0.0,2017.0,TRA,1.2324,,,1572.8196980000007
845565,56.803999999999995,0,0,500097522,2019,ATL,1.221567,69.38989186799999,71.125,61.585,0.0,0.0,2018.0,ATL,1.2182,75.022847,76.898,50.16,0.0,0.0,2017.0,ATL,1.2617,63.286871999999995,64.869,32.92188700000003
845632,19.754,0,0,500176130,2019,ATL,1.221567,24.130834518000004,25.362,34.399,0.0,0.0,2018.0,ATL,1.2182,41.9048618,48.29,19.45,0.0,0.0,2017.0,ATL,1.2617,24.540065,25.362,73.00684033333334
846501,3.4210000000000003,0,0,501386214,2019,BRU,1.132533,3.8743953930000004,3.831,12.217,0.0,0.0,2018.0,BRU,1.2119,14.8057823,16.24,21.122,0.0,0.0,2017.0,BRU,1.054,22.262588,25.362,78.33234033333332
846875,14.507,0,0,501884517,2019,ATL,1.221567,17.721272469000002,16.24,1.487,0.0,0.0,2018.0,ATL,1.2182,1.8114634,1.895,8.27,0.0,0.0,2017.0,ATL,1.2617,10.434258999999999,11.225,42.404942999999996
847945,54.177,0,0,503308121,2019,ATL,1.221567,66.180835359,67.835,43.655,0.0,0.0,2018.0,ATL,1.2182,53.180521,48.29,39.783,0.0,0.0,2017.0,ATL,1.2617,50.194211100000004,48.29,55.482017333333324
848145,4.553,0,0,503563204,2019,ATL,1.221567,5.561794551,5.887,4.472,0.0,0.0,2018.0,ATL,1.2182,5.447790400000001,5.374,14.292,0.0,0.0,2017.0,ATL,1.2617,18.0322164,20.379,31.881180333333333
848499,5.718999999999999,0,0,504048920,2019,ATL,1.221567,6.986141673,6.906,8.978,0.0,0.0,2018.0,ATL,1.2182,10.9369996,11.225,15.32,0.0,0.0,2017.0,ATL,1.2617,19.329244000000003,20.379,23.836874333333338
848838,35.605,0,0,504493441,2019,ATL,1.221567,43.493893035,48.29,57.645,0.0,0.0,2018.0,ATL,1.2182,70.223139,71.979,23.076,0.0,0.0,2017.0,ATL,1.2617,29.1149892,33.209,306.29220033333337
849158,72.149,0,0,504934053,2019,ATL,1.221567,88.13483748300001,90.338,82.175,0.0,0.0,2018.0,ATL,1.2182,100.10558499999999,102.608,96.651,0.0,0.0,2017.0,ATL,1.2617,121.9445667,124.993,151.73720933333328
849619,44.82899999999999,0,0,505570534,2019,ATL,1.221567,54.761627043,48.29,35.84900000000001,0.0,0.0,2018.0,ATL,1.2182,43.671251800000014,48.29,33.812,0.0,0.0,2017.0,ATL,1.2617,42.6606004,48.29,34.360676333333274
849896,5.694,0,0,505911244,2019,ATL,1.221567,6.955602498,6.906,4.74,0.0,0.0,2018.0,ATL,1.2182,5.774268,5.887,16.14,0.0,0.0,2017.0,ATL,1.2617,20.363838,20.379,39.998172000000004
849965,33.969,0,0,506001104,2019,ATL,1.221567,41.495409423000005,48.29,41.473,0.0,0.0,2018.0,ATL,1.2182,50.5224086,48.29,49.685,0.0,0.0,2017.0,ATL,1.2617,62.68756450000001,64.255,61.78993600000001
850096,39.361,0,0,506196627,2019,ATL,1.221567,48.082098687,48.29,22.749,0.0,0.0,2018.0,ATL,1.2182,27.712831799999996,25.362,13.502,0.0,0.0,2017.0,ATL,1.2617,17.0354734,16.24,171.69223899999994
850234,0.094,0,0,506382299,2019,ATL,1.221567,0.11482729800000001,0.154,19.866,0.0,0.0,2018.0,ATL,1.2182,24.2007612,25.362,,-1.0,0.0,2017.0,ATL,1.2617,,,195.465992
850533,86.602,0,0,506752052,2019,BRU,1.132533,98.07962286600001,100.532,46.305,0.0,0.0,2018.0,BRU,1.2119,56.1170295,48.29,66.094,0.0,0.0,2017.0,BRU,1.054,69.663076,71.405,406.0051323333334
850552,22.991,0,0,506766316,2019,ATL,1.221567,28.085046897,33.209,20.94,0.0,0.0,2018.0,ATL,1.2182,25.509108,25.362,9.833,0.0,0.0,2017.0,ATL,1.2617,12.4062961,13.288,50.117502333333334
851140,40.702,0,0,507527013,2019,AUG,1.3324,54.2313448,48.29,29.307,0.0,0.0,2018.0,AUG,1.361,39.886827,48.29,15.94,0.0,0.0,2017.0,AUG,1.2987,20.701278,20.379,153.61322633333333
851302,43.148999999999994,0,0,507756733,2019,TRA,1.154433,49.812629517,48.29,31.631,0.0,0.0,2018.0,TRA,1.1404,36.071992400000006,33.209,15.273,0.0,0.0,2017.0,TRA,1.2324,18.822445199999997,20.379,196.21997733333328
851705,,-1,0,508287258,2019,ATL,1.221567,,,0.0,0.0,0.0,2018.0,ATL,1.2182,0.0,0.024,28.259,0.0,0.0,2017.0,ATL,1.2617,35.6543803,33.209,399.2855405
852023,50.18,0,0,508713634,2019,TRA,1.154433,57.92944794,48.29,52.702,0.0,0.0,2018.0,TRA,1.1404,60.1013608,61.604,32.16,0.0,0.0,2017.0,TRA,1.2324,39.63398399999999,48.29,125.50910800000003
852132,128.185,0,0,508882959,2019,ATL,1.221567,156.586565895,160.501,117.351,0.0,0.0,2018.0,ATL,1.2182,142.95698819999998,146.531,115.063,0.0,0.0,2017.0,ATL,1.2617,145.1749871,148.804,49.13289733333335
852282,33.668,0,0,509088553,2019,ATL,1.221567,41.127717756,48.29,1.942,0.0,0.0,2018.0,ATL,1.2182,2.3657443999999996,2.408,13.173,0.0,0.0,2017.0,ATL,1.2617,16.6203741,16.24,258.78657699999997
852337,43.721000000000004,0,0,509158013,2019,TRA,1.154433,50.47296519300001,48.29,62.908,0.0,0.0,2018.0,TRA,1.1404,71.74028320000001,73.534,38.092,0.0,0.0,2017.0,TRA,1.2324,46.9445808,48.29,169.27674433333334
852794,29.205,0,0,509759557,2019,ATL,1.221567,35.675864235,33.209,19.519,0.0,0.0,2018.0,ATL,1.2182,23.778045799999997,25.362,18.826,0.0,0.0,2017.0,ATL,1.2617,23.7527642,25.362,33.670414333333326
852860,114.149,0,0,509844842,2019,ATL,1.221567,139.440651483,142.927,51.595,0.0,0.0,2018.0,ATL,1.2182,62.853029,64.424,84.943,0.0,0.0,2017.0,ATL,1.2617,107.1725831,109.852,979.6804093333334
853298,112.35799999999999,0,0,510149240,2019,ATL,1.221567,137.252824986,140.684,11.955,0.0,0.0,2018.0,ATL,1.2182,14.563581,16.24,134.57299999999998,0.0,0.0,2017.0,ATL,1.2617,169.7907541,174.036,4268.240426333332
853401,4.6419999999999995,0,0,510197967,2019,ATL,1.221567,5.670514014,5.887,18.695,0.0,0.0,2018.0,ATL,1.2182,22.774249,25.362,20.816,0.0,0.0,2017.0,ATL,1.2617,26.263547199999998,25.362,77.26395433333334
853877,30.159000000000002,0,0,510422440,2019,ATL,1.221567,36.841239153000004,33.209,0.044,0.0,0.0,2018.0,ATL,1.2182,0.0536008,0.024,13.585,0.0,0.0,2017.0,ATL,1.2617,17.140194500000003,16.24,227.49489700000004
854075,55.273,0,0,510555101,2019,ATL,1.221567,67.519672791,69.208,21.594,0.0,0.0,2018.0,ATL,1.2182,26.3058108,25.362,30.816,0.0,0.0,2017.0,ATL,1.2617,38.8805472,48.29,302.9108623333334
854208,1.8659999999999999,0,0,510606133,2019,ATL,1.221567,2.279444022,2.306,15.378,0.0,0.0,2018.0,ATL,1.2182,18.7334796,20.379,17.534000000000002,0.0,0.0,2017.0,ATL,1.2617,22.122647800000003,25.362,72.11811733333334
854363,32.445,0,0,510684539,2019,ATL,1.221567,39.633741315,48.29,27.958,0.0,0.0,2018.0,ATL,1.2182,34.058435599999996,33.209,43.283,0.0,0.0,2017.0,ATL,1.2617,54.610161100000006,48.29,62.07517300000002
855070,45.312,0,0,511110632,2019,ATL,1.221567,55.351643904,48.29,65.964,0.0,0.0,2018.0,ATL,1.2182,80.35734479999999,82.366,23.784,0.0,0.0,2017.0,ATL,1.2617,30.0082728,33.209,444.85204799999997
855167,15.22,0,0,511166515,2019,ATL,1.221567,18.592249740000003,20.379,14.992,0.0,0.0,2018.0,ATL,1.2182,18.2632544,20.379,26.596,0.0,0.0,2017.0,ATL,1.2617,33.5561732,33.209,44.019695999999996
855643,364.417,0,0,511423611,2019,ATL,1.221567,445.15978143899997,456.289,308.028,0.0,0.0,2018.0,ATL,1.2182,375.2397096,384.621,343.298,0.0,0.0,2017.0,ATL,1.2617,433.13908660000004,443.968,811.6173969999987
856273,0.0,0,0,511764445,2019,ATL,1.221567,0.0,0.024,52.36600000000001,0.0,0.0,2018.0,ATL,1.2182,63.792261200000006,65.387,53.565,0.0,0.0,2017.0,ATL,1.2617,67.5829605,69.273,935.4741303333335
856300,2.998,0,0,511777157,2019,ATL,1.221567,3.6622578660000005,3.831,5.422999999999999,0.0,0.0,2018.0,ATL,1.2182,6.606298599999999,6.906,14.893,0.0,0.0,2017.0,ATL,1.2617,18.7904981,20.379,39.50875833333334
856314,44.667,0,0,511784918,2019,ATL,1.221567,54.563733189000004,48.29,36.24,0.0,0.0,2018.0,ATL,1.2182,44.147568,48.29,30.492,0.0,0.0,2017.0,ATL,1.2617,38.471756400000004,48.29,50.830743000000005
856527,5.819,0,0,511879717,2019,VAL,1.202167,6.9954097729999996,6.906,15.573,0.0,0.0,2018.0,VAL,1.2188,18.980372400000004,20.379,11.806,0.0,0.0,2017.0,VAL,1.1991,14.156574599999999,16.24,24.195829
857946,0.0,0,0,512464452,2019,ROM,1.112033,0.0,0.024,13.253,0.0,0.0,2018.0,ROM,1.0876,14.413962799999998,16.24,3.71,0.0,0.0,2017.0,ROM,1.1691,4.3373610000000005,4.349,46.74582633333333
858415,9.986,0,0,512655819,2019,ATL,1.221567,12.198568062000001,13.288,9.098,0.0,0.0,2018.0,ATL,1.2182,11.0831836,11.225,24.739,0.0,0.0,2017.0,ATL,1.2617,31.213196300000003,33.209,77.18007233333333
858492,25.112,0,0,512689857,2019,ATL,1.221567,30.675990504,33.209,22.403,0.0,0.0,2018.0,ATL,1.2182,27.2913346,25.362,9.261,0.0,0.0,2017.0,ATL,1.2617,11.6846037,11.225,71.88417433333333
859718,19.122,0,0,513197300,2019,ATL,1.221567,23.358804174,25.362,18.269,0.0,0.0,2018.0,ATL,1.2182,22.255295799999995,25.362,10.222,0.0,0.0,2017.0,ATL,1.2617,12.8970974,13.288,24.115302999999997
861280,3.342,0,0,513877051,2019,ATL,1.221567,4.082476914,4.349,0.8740000000000001,0.0,0.0,2018.0,ATL,1.2182,1.0647068000000002,1.075,10.241,0.0,0.0,2017.0,ATL,1.2617,12.9210697,13.288,23.571318999999995
861830,34.452,0,0,514109638,2019,ATL,1.221567,42.085426284,48.29,40.629,0.0,0.0,2018.0,ATL,1.2182,49.4942478,48.29,24.533,0.0,0.0,2017.0,ATL,1.2617,30.953286100000003,33.209,65.9371843333333
862106,16.111,0,0,514228882,2019,ATL,1.221567,19.680665937,20.379,13.703,0.0,0.0,2018.0,ATL,1.2182,16.6929946,16.24,4.72,0.0,0.0,2017.0,ATL,1.2617,5.955224,5.887,36.04127233333334
862945,2.452,0,0,514625897,2019,ATL,1.221567,2.995282284,3.024,,-1.0,0.0,2018.0,ATL,1.2182,,,10.339,1.0,1.0,2017.0,ATL,1.2617,13.044716300000001,13.288,31.102384500000003
862957,34.152,0,0,514633109,2019,ATL,1.221567,41.71895618400001,48.29,27.104,0.0,0.0,2018.0,ATL,1.2182,33.0180928,33.209,18.488,0.0,0.0,2017.0,ATL,1.2617,23.326309600000002,25.362,61.54510933333334
863043,48.213,0,0,514675120,2019,ATL,1.221567,58.895409771000004,48.29,38.877,0.0,0.0,2018.0,ATL,1.2182,47.3599614,48.29,40.684,0.0,0.0,2017.0,ATL,1.2617,51.3310028,48.29,24.518664333333334
863210,14.655999999999999,0,0,514763028,2019,ROM,1.112033,16.297955648,16.24,0.071,0.0,0.0,2018.0,ROM,1.0876,0.07721959999999999,0.024,51.534,0.0,0.0,2017.0,ROM,1.1691,60.2483994,61.755,703.524913
864018,21.182,0,0,515151772,2019,ATL,1.221567,25.875232194,25.362,44.203,0.0,0.0,2018.0,ATL,1.2182,53.8480946,48.29,24.17,0.0,0.0,2017.0,ATL,1.2617,30.495289000000003,33.209,156.70261233333338
864019,19.089000000000002,0,0,515152373,2019,ATL,1.221567,23.318492463000005,25.362,23.844,0.0,0.0,2018.0,ATL,1.2182,29.0467608,33.209,36.726,0.0,0.0,2017.0,ATL,1.2617,46.3371942,48.29,83.26995299999997
864031,37.096,0,0,515161965,2019,MAC,1.2811,47.52368559999999,48.29,18.032,0.0,0.0,2018.0,MAC,1.2697,22.895230400000003,25.362,22.656,0.0,0.0,2017.0,MAC,1.3218,29.946700800000002,33.209,98.88851199999996
864088,1.3619999999999999,0,0,515192039,2019,ATL,1.221567,1.663774254,1.689,1.03,0.0,0.0,2018.0,ATL,1.2182,1.254746,1.279,10.071,0.0,0.0,2017.0,ATL,1.2617,12.7065807,13.288,26.282764333333333
864816,47.346000000000004,0,0,515674458,2019,MAC,1.2811,60.6549606,62.171,50.434,0.0,0.0,2018.0,MAC,1.2697,64.0360498,65.637,39.844,0.0,0.0,2017.0,MAC,1.3218,52.6657992,48.29,29.66064133333332
865009,44.208999999999996,0,0,515781434,2019,ATL,1.221567,54.004255502999996,48.29,48.659,0.0,0.0,2018.0,ATL,1.2182,59.276393799999994,48.29,56.091,0.0,0.0,2017.0,ATL,1.2617,70.7700147,72.539,36.03650800000003
865129,62.976000000000006,0,0,515854326,2019,ATL,1.221567,76.92940339200001,78.853,50.004,0.0,0.0,2018.0,ATL,1.2182,60.9148728,62.438,49.50100000000001,0.0,0.0,2017.0,ATL,1.2617,62.45541170000002,64.017,58.35023633333334
